# x  y_dokladne  y_MR  y_strzaly
0.000000000000000e+00  2.000000000000004e+00  2.000000000000000e+00  2.000000000000000e+00
2.500000000000000e-01  3.359536048563705e-01  3.227677355664488e-01  3.227677355664489e-01
5.000000000000000e-01  -6.065065763213985e-01  -6.194087009803921e-01  -6.194087009803920e-01
7.500000000000000e-01  -1.303681357210624e+00  -1.311721303104575e+00  -1.311721303104575e+00
1.000000000000000e+00  -2.000000000000004e+00  -2.000000000000000e+00  -2.000000000000000e+00
