# t  y_dokladne  y_PME
0.000000000000000e+00  2.000000000000000e+00  2.000000000000000e+00
1.000000000000000e-02  1.900801619983818e+00  1.901785714285714e+00
2.000000000000000e-02  1.804315604961444e+00  1.806860902255639e+00
3.000000000000000e-02  1.711978333677784e+00  1.716436835623541e+00
4.000000000000000e-02  1.624917388610854e+00  1.631435855125833e+00
5.000000000000000e-02  1.543956920917838e+00  1.552506373235104e+00
6.000000000000000e-02  1.469635569614638e+00  1.480046521007549e+00
7.000000000000001e-02  1.402233852300758e+00  1.414233691514579e+00
8.000000000000000e-02  1.341807933458812e+00  1.355057449869639e+00
9.000000000000000e-02  1.288226877952775e+00  1.302353609654614e+00
1.000000000000000e-01  1.241210853404407e+00  1.255837669707750e+00
1.100000000000000e-01  1.200368196830062e+00  1.215136222254245e+00
1.200000000000000e-01  1.165229754460064e+00  1.179815349943846e+00
1.300000000000000e-01  1.135279393889360e+00  1.149405401056284e+00
1.400000000000000e-01  1.109980040085391e+00  1.123421853046496e+00
1.500000000000000e-01  1.088794977858069e+00  1.101382236431050e+00
1.600000000000000e-01  1.071204480131012e+00  1.082819291732407e+00
1.700000000000000e-01  1.056718059620896e+00  1.067290674532581e+00
1.800000000000000e-01  1.044882804223632e+00  1.054385613663319e+00
1.900000000000000e-01  1.035288351374561e+00  1.043728973148209e+00
2.000000000000000e-01  1.027569094765004e+00  1.034983178518567e+00
2.100000000000000e-01  1.021404210259193e+00  1.027848451320701e+00
2.200000000000000e-01  1.016516048854783e+00  1.022061760137179e+00
2.300000000000000e-01  1.012667384285495e+00  1.017394849338930e+00
2.400000000000000e-01  1.009657931013692e+00  1.013651653911565e+00
2.500000000000000e-01  1.007320472662446e+00  1.010665354618410e+00
2.600000000000000e-01  1.005516867215113e+00  1.008295275814319e+00
2.700000000000000e-01  1.004134127577488e+00  1.006423780661089e+00
2.800000000000000e-01  1.003080716786562e+00  1.004953276654333e+00
2.900000000000000e-01  1.002283147406783e+00  1.003803408859577e+00
3.000000000000000e-01  1.001682934643391e+00  1.002908489127912e+00
3.100000000000000e-01  1.001233921893572e+00  1.002215186486956e+00
3.200000000000000e-01  1.000899974879987e+00  1.001680486300450e+00
3.300000000000000e-01  1.000653024964483e+00  1.001269912942953e+00
3.400000000000000e-01  1.000471432444805e+00  1.000956001878403e+00
3.500000000000000e-01  1.000338635354664e+00  1.000717001408802e+00
3.600000000000000e-01  1.000242047390448e+00  1.000535781272512e+00
3.700000000000000e-01  1.000172169101753e+00  1.000398924099642e+00
3.800000000000000e-01  1.000121878601931e+00  1.000295975944895e+00
3.900000000000000e-01  1.000085871140028e+00  1.000218833278407e+00
4.000000000000000e-01  1.000060220441464e+00  1.000161245573563e+00
4.100000000000000e-01  1.000042038419623e+00  1.000118414718085e+00
4.200000000000000e-01  1.000029213443675e+00  1.000086674690557e+00
4.300000000000000e-01  1.000020210667164e+00  1.000063237146682e+00
4.400000000000000e-01  1.000013920892662e+00  1.000045990652132e+00
4.500000000000000e-01  1.000009547035017e+00  1.000033343222796e+00
4.600000000000000e-01  1.000006519448411e+00  1.000024099557070e+00
4.700000000000000e-01  1.000004433221981e+00  1.000017365857301e+00
4.800000000000000e-01  1.000003002059214e+00  1.000012476441168e+00
4.900000000000000e-01  1.000002024578142e+00  1.000008937450644e+00
5.000000000000000e-01  1.000001359844408e+00  1.000006383893317e+00
5.100000000000000e-01  1.000000909717773e+00  1.000004547018353e+00
5.200000000000000e-01  1.000000606191519e+00  1.000003229657896e+00
5.300000000000000e-01  1.000000402365960e+00  1.000002287674343e+00
5.400000000000000e-01  1.000000266049748e+00  1.000001616063527e+00
5.500000000000000e-01  1.000000175249316e+00  1.000001138590212e+00
5.600000000000001e-01  1.000000115006627e+00  1.000000800090419e+00
5.700000000000001e-01  1.000000075194010e+00  1.000000560777660e+00
5.800000000000000e-01  1.000000048984409e+00  1.000000392048098e+00
5.900000000000000e-01  1.000000031795580e+00  1.000000273401963e+00
6.000000000000000e-01  1.000000020565038e+00  1.000000190192670e+00
6.100000000000000e-01  1.000000013254564e+00  1.000000131987155e+00
6.200000000000000e-01  1.000000008513212e+00  1.000000091375723e+00
6.300000000000000e-01  1.000000005449191e+00  1.000000063111198e+00
6.400000000000000e-01  1.000000003476158e+00  1.000000043488389e+00
6.500000000000000e-01  1.000000002210109e+00  1.000000029898267e+00
6.600000000000000e-01  1.000000001400529e+00  1.000000020508729e+00
6.700000000000000e-01  1.000000000884611e+00  1.000000014036712e+00
6.800000000000000e-01  1.000000000556943e+00  1.000000009586047e+00
6.900000000000001e-01  1.000000000349530e+00  1.000000006532427e+00
7.000000000000001e-01  1.000000000218670e+00  1.000000004442051e+00
7.100000000000000e-01  1.000000000136377e+00  1.000000003014249e+00
7.200000000000000e-01  1.000000000084793e+00  1.000000002041145e+00
7.300000000000000e-01  1.000000000052560e+00  1.000000001379367e+00
7.400000000000000e-01  1.000000000032482e+00  1.000000000930271e+00
7.500000000000000e-01  1.000000000020014e+00  1.000000000626144e+00
7.600000000000000e-01  1.000000000012296e+00  1.000000000420616e+00
7.700000000000000e-01  1.000000000007532e+00  1.000000000282004e+00
7.800000000000000e-01  1.000000000004601e+00  1.000000000188709e+00
7.900000000000000e-01  1.000000000002802e+00  1.000000000126041e+00
