log10(x) x f_dokl f_obl blad_wzgledny
-9.54 2.8840315031266059423e-10 1 -0.15837927029386941151 1.1583793
-9.5299999999999999998 2.951209226666385708e-10 1 inf inf
-9.5200000000000000004 3.0199517204020161985e-10 1 inf inf
-9.5100000000000000002 3.0902954325135905196e-10 1 0.19484907018660065408 0.80515093
-9.5 3.1622776601683793319e-10 1 inf inf
-9.4899999999999999998 3.2359365692962826268e-10 1 0.22371666558004582878 0.77628333
-9.4799999999999999996 3.3113112148259109429e-10 1 -0.23971672607240464372 1.2397167
-9.4700000000000000002 3.3884415613920254704e-10 1 -0.256861099774936636 1.2568611
-9.46 3.4673685045253163945e-10 1 0.27523162717340760632 0.72476837
-9.4499999999999999998 3.5481338923357545844e-10 1 inf inf
-9.4399999999999999996 3.6307805477010134246e-10 1 inf inf
-9.4300000000000000003 3.7153522909717253862e-10 1 0.33860887565131984412 0.66139112
-9.4200000000000000001 3.8018939632056119615e-10 1 -0.36282594718518930353 1.3628259
-9.4099999999999999999 3.890451449942806011e-10 1 inf inf
-9.3999999999999999997 3.9810717055349725076e-10 1 0.41657992523371181138 0.58342007
-9.3900000000000000003 4.073802778041127305e-10 1 0.44637343206236090629 0.55362657
-9.3800000000000000001 4.1686938347033540178e-10 1 0.47829774979998686705 0.52170225
-9.3699999999999999999 4.2657951880159265801e-10 1 inf inf
-9.3599999999999999997 4.3651583224016596747e-10 1 -0.54915929358666484914 1.5491593
-9.3500000000000000003 4.4668359215096311855e-10 1 inf inf
-9.3400000000000000001 4.5708818961487502901e-10 1 inf inf
-9.3299999999999999999 4.677351412871981936e-10 1 inf inf
-9.3199999999999999997 4.7863009232263834392e-10 1 inf inf
-9.3100000000000000004 4.8977881936844619591e-10 1 0.38785406008483691489 0.61214594
-9.3000000000000000002 5.0118723362727228498e-10 1 0.41559311299568930565 0.58440689
-9.29 5.1286138399136485555e-10 1 inf inf
-9.2799999999999999998 5.2480746024977259736e-10 1 0.47716473775516388326 0.52283526
-9.2700000000000000004 5.370317963702527309e-10 1 inf inf
-9.2600000000000000002 5.495408738576245521e-10 1 0.54785842170420175193 0.45214158
-9.25 5.6234132519034908041e-10 1 inf inf
-9.2399999999999999998 5.7543993733715693004e-10 1 inf inf
-9.2299999999999999996 5.8884365535558896727e-10 1 0.67401310704923965834 0.32598689
-9.2200000000000000002 6.0255958607435774697e-10 1 inf inf
-9.21 6.1659500186148216631e-10 1 0.77387058979495062616 0.22612941
-9.1999999999999999998 6.3095734448019324945e-10 1 0.82921727672090220592 0.17078272
-9.1899999999999999996 6.4565422903465551589e-10 1 -0.88852232024300115696 1.8885223
-9.1800000000000000003 6.6069344800759600653e-10 1 0.47603440963744331812 0.52396559
-9.1700000000000000001 6.7608297539198177105e-10 1 1.0201601197678147935 0.02016012
-9.1599999999999999999 6.9183097091893648753e-10 1 inf inf
-9.1499999999999999997 7.0794578438413791078e-10 0.99999999999999999995 0.58565026800905510085 0.41434973
-9.1400000000000000003 7.2443596007499006355e-10 0.99999999999999999995 0.62753556828928071747 0.37246443
-9.1300000000000000001 7.4131024130091751494e-10 0.99999999999999999995 0.67241647614521659156 0.32758352
-9.1199999999999999999 7.5857757502918376878e-10 0.99999999999999999995 0.48033815689962802082 0.51966184
-9.1099999999999999997 7.7624711662869173391e-10 0.99999999999999999995 1.5440748244806054005 0.54407482
-9.1000000000000000003 7.9432823472428150205e-10 0.99999999999999999995 inf inf
-9.0900000000000000001 8.1283051616409924654e-10 0.99999999999999999995 1.7728351015895706821 0.7728351
-9.0799999999999999999 8.3176377110267100615e-10 0.99999999999999999995 0.94981351817804908483 0.050186482
-9.0699999999999999997 8.5113803820237646784e-10 0.99999999999999999995 1.017743521103429809 0.017743521
-9.0600000000000000004 8.7096358995608063753e-10 0.99999999999999999995 0.72702122042854822265 0.27297878
-9.0500000000000000002 8.9125093813374552997e-10 0.99999999999999999995 1.1685259095098920519 0.16852591
-9.04 9.120108393559097421e-10 0.99999999999999999995 2.5041961414203633537 1.5041961
-9.0299999999999999998 9.3325430079699104349e-10 0.99999999999999999995 1.3416472548167212636 0.34164725
-9.0200000000000000004 9.5499258602143594969e-10 0.99999999999999999995 1.4376009343551550684 0.43760093
-9.0100000000000000002 9.7723722095581068274e-10 0.99999999999999999995 1.5404171543891695901 0.54041715
-9 9.9999999999999999998e-10 0.99999999999999999995 0.8252933595235868499 0.17470664
-8.9899999999999999998 1.0232929922807541309e-09 0.99999999999999999995 0.88431776721392391099 0.11568223
-8.9799999999999999996 1.0471285480508995335e-09 0.99999999999999999995 0.9475635595343351121 0.05243644
-8.9700000000000000002 1.0715193052376064174e-09 0.99999999999999999995 1.0153326469807040655 0.015332647
-8.96 1.0964781961431850131e-09 0.99999999999999999995 1.0879485324778239212 0.087948532
-8.9499999999999999998 1.1220184543019634356e-09 0.99999999999999999995 1.1657578556549113691 0.16575786
-8.9399999999999999996 1.1481536214968827516e-09 0.99999999999999999995 1.2491320475666324979 0.24913205
-8.9300000000000000003 1.1748975549395295417e-09 0.99999999999999999995 1.338469103758626786 0.3384691
-8.9200000000000000001 1.2022644346174129059e-09 0.99999999999999999995 0.95613032276096367342 0.043869677
-8.9099999999999999999 1.2302687708123815343e-09 0.99999999999999999995 0.76838407437107713281 0.23161593
-8.8999999999999999997 1.2589254117941672104e-09 0.99999999999999999995 1.0977844927009838246 0.097784493
-8.8900000000000000003 1.2882495516931339629e-09 0.99999999999999999995 1.1762972769195764011 0.17629728
-8.8800000000000000001 1.318256738556407102e-09 0.99999999999999999989 0.94531893068831462077 0.054681069
-8.8699999999999999999 1.3489628825916536093e-09 0.99999999999999999989 1.3505699784521331983 0.35056998
-8.8599999999999999997 1.3803842646028848379e-09 0.99999999999999999989 1.0853713537393491258 0.085371354
-8.8500000000000000003 1.4125375446227543021e-09 0.99999999999999999989 1.1629963588835877253 0.16299636
-8.8400000000000000001 1.445439770745927512e-09 0.99999999999999999989 0.83078203364320526243 0.16921797
-8.8299999999999999999 1.4791083881682074222e-09 0.99999999999999999989 1.0682387849919036761 0.068238785
-8.8199999999999999997 1.5135612484362081624e-09 0.99999999999999999989 0.81759891480170674864 0.18240109
-8.8100000000000000004 1.5488166189124813447e-09 0.99999999999999999989 1.0220851913432367401 0.022085191
-8.8000000000000000002 1.5848931924611134852e-09 0.99999999999999999989 1.3142208169461012585 0.31422082
-8.79 1.6218100973589299728e-09 0.99999999999999999989 1.0058664119306328164 0.0058664119
-8.7799999999999999998 1.6595869074375606344e-09 0.99999999999999999984 1.0778052788737556984 0.077805279
-8.7700000000000000004 1.6982436524617443546e-09 0.99999999999999999984 1.0105280181502024221 0.010528018
-8.7600000000000000002 1.737800828749375467e-09 0.99999999999999999984 0.96248913771683575734 0.037510862
-8.75 1.7782794100389228013e-09 0.99999999999999999984 1.0313256921450867334 0.031325692
-8.7399999999999999998 1.8197008586099834401e-09 0.99999999999999999984 0.90416077291717928061 0.095839227
-8.7299999999999999996 1.8620871366628674487e-09 0.99999999999999999984 1.0657082955412444841 0.065708296
-8.7200000000000000002 1.9054607179632471828e-09 0.99999999999999999984 1.1419270124243080187 0.14192701
-8.71 1.9498445997580453235e-09 0.99999999999999999978 1.0196640324874583995 0.019664032
-8.6999999999999999998 1.9952623149688796014e-09 0.99999999999999999978 1.0925896956667375633 0.092589696
-8.6899999999999999996 2.0417379446695293314e-09 0.99999999999999999978 1.0034836728090775445 0.0034836728
-8.6800000000000000003 2.0892961308540394832e-09 0.99999999999999999978 0.94084561191745628761 0.059154388
-8.6700000000000000001 2.1379620895022320975e-09 0.99999999999999999978 1.0081342364176434338 0.0081342364
-8.6599999999999999999 2.1877616239495525622e-09 0.99999999999999999978 0.96020915252664724093 0.039790847
-8.6499999999999999997 2.2387211385683396119e-09 0.99999999999999999973 1.0288826439981439022 0.028882644
-8.6400000000000000003 2.2908676527677730458e-09 0.99999999999999999973 0.99222085428113042507 0.0077791457
-8.6300000000000000001 2.3442288153199221182e-09 0.99999999999999999973 0.9665307276559829002 0.033469272
-8.6199999999999999999 2.3988329190194904653e-09 0.99999999999999999973 1.0356563337887369797 0.035656334
-8.6099999999999999997 2.4547089156850303562e-09 0.99999999999999999967 1.0172486089757145519 0.017248609
-8.6000000000000000003 2.5118864315095801111e-09 0.99999999999999999967 1.0061552517633038917 0.0061552518
-8.5900000000000000001 2.5703957827688638007e-09 0.99999999999999999967 1.0011065780212569013 0.001106578
-8.5799999999999999999 2.6302679918953819173e-09 0.99999999999999999967 1.0011913566201258298 0.0011913566
-8.5699999999999999997 2.6915348039269157173e-09 0.99999999999999999962 0.94658458840190635536 0.053415412
-8.5600000000000000004 2.7542287033381664485e-09 0.99999999999999999962 0.95793456826231209068 0.042065432
-8.5500000000000000002 2.818382931264453819e-09 0.99999999999999999962 1.0264453830475191101 0.026445383
-8.54 2.8840315031266059424e-09 0.99999999999999999957 0.98987043933668382217 0.010129561
-8.5299999999999999998 2.951209226666385708e-09 0.99999999999999999957 0.96424116857571607177 0.035758831
-8.5200000000000000004 3.0199517204020161986e-09 0.99999999999999999957 1.0332030270337490146 0.033203027
-8.5100000000000000002 3.0902954325135905195e-09 0.99999999999999999951 1.0148389072218784065 0.014838907
-8.5 3.162277660168379332e-09 0.99999999999999999951 1.0439227015626997132 0.043922702
-8.4899999999999999998 3.2359365692962826268e-09 0.99999999999999999946 1.0357253036113232813 0.035725304
-8.4799999999999999996 3.311311214825910943e-09 0.99999999999999999946 0.96659970190485743443 0.033400298
-8.4700000000000000002 3.3884415613920254705e-09 0.9999999999999999994 1.0033636709958462344 0.003363671
-8.46 3.4673685045253163946e-09 0.9999999999999999994 0.98297009704788430835 0.017029903
-8.4499999999999999998 3.5481338923357545843e-09 0.99999999999999999935 0.99633784435224876253 0.0036621556
-8.4399999999999999996 3.6307805477010134246e-09 0.99999999999999999935 0.98752559215508683228 0.012474408
-8.4300000000000000003 3.7153522909717253861e-09 0.9999999999999999993 0.98432812689337163977 0.015671873
-8.4200000000000000001 3.8018939632056119615e-09 0.9999999999999999993 1.0307555317761059758 0.030755532
-8.4099999999999999999 3.8904514499428060108e-09 0.99999999999999999924 0.97193751712512630559 0.028062483
-8.3999999999999999997 3.9810717055349725079e-09 0.99999999999999999919 1.0013940510425764698 0.001394051
-8.3900000000000000003 4.0738027780411273052e-09 0.99999999999999999919 0.99636926799634130891 0.003630732
-8.3800000000000000001 4.1686938347033540176e-09 0.99999999999999999913 0.99645364541663930622 0.0035463546
-8.3699999999999999999 4.26579518801592658e-09 0.99999999999999999908 1.0332767591983718377 0.033276759
-8.3599999999999999997 4.3651583224016596748e-09 0.99999999999999999902 1.0400744196717137294 0.04007442
-8.3500000000000000003 4.4668359215096311856e-09 0.99999999999999999902 1.0215881679318712652 0.021588168
-8.3400000000000000001 4.5708818961487502901e-09 0.99999999999999999897 1.0104474867150626678 0.010447487
-8.3299999999999999999 4.6773514128719819357e-09 0.99999999999999999892 1.0053772754480088121 0.0053772754
-8.3199999999999999997 4.7863009232263834394e-09 0.99999999999999999886 1.0054624157104128547 0.0054624157
-8.3100000000000000004 4.8977881936844619591e-09 0.99999999999999999881 1.0100366148042627992 0.010036615
-8.3000000000000000002 5.0118723362727228499e-09 0.99999999999999999875 0.99902190623963775415 0.00097809376
-8.29 5.1286138399136485556e-09 0.9999999999999999987 0.9940090261131139812 0.0059909739
-8.2799999999999999998 5.2480746024977259737e-09 0.99999999999999999864 0.9777965937605817281 0.022203406
-8.2700000000000000004 5.3703179637025273089e-09 0.99999999999999999854 0.99861568024081614879 0.0013843198
-8.2600000000000000002 5.4954087385762455208e-09 0.99999999999999999848 0.99249714076848143454 0.0075028592
-8.25 5.6234132519034908041e-09 0.99999999999999999843 1.0052069784127702973 0.0052069784
-8.2399999999999999998 5.7543993733715693006e-09 0.99999999999999999832 1.0080538957487910776 0.0080538957
-8.2299999999999999996 5.8884365535558896727e-09 0.99999999999999999827 1.0029956950137494916 0.002995695
-8.2200000000000000002 6.0255958607435774697e-09 0.99999999999999999816 1.0143512025090473583 0.014351203
-8.21 6.1659500186148216632e-09 0.9999999999999999981 1.0076439971288419612 0.0076439971
-8.1999999999999999998 6.3095734448019324943e-09 0.99999999999999999799 0.99665538067416130504 0.0033446193
-8.1899999999999999996 6.4565422903465551588e-09 0.99999999999999999794 1.0005881984718481497 0.00058819847
-8.1800000000000000003 6.606934480075960065e-09 0.99999999999999999783 1.000072289154292685 7.2289154e-05
-8.1700000000000000001 6.7608297539198177104e-09 0.99999999999999999772 0.99625011696075663426 0.003749883
-8.1599999999999999999 6.9183097091893648755e-09 0.99999999999999999761 1.0047070429822814893 0.004707043
-8.1499999999999999997 7.0794578438413791081e-09 0.99999999999999999751 0.99600385715825697435 0.0039961428
-8.1400000000000000003 7.2443596007499006357e-09 0.9999999999999999974 1.0121541424020656733 0.012154142
-8.1300000000000000001 7.4131024130091751492e-09 0.99999999999999999724 1.0006197561684770707 0.00061975617
-8.1199999999999999999 7.5857757502918376873e-09 0.99999999999999999713 1.0119483642548343132 0.011948364
-8.1099999999999999997 7.7624711662869173389e-09 0.99999999999999999696 1.0052570471878941408 0.0052570472
-8.1000000000000000003 7.9432823472428150207e-09 0.99999999999999999686 1.0039478053169522888 0.0039478053
-8.0900000000000000001 8.1283051616409924653e-09 0.99999999999999999669 0.99821796260674024891 0.0017820374
-8.0799999999999999999 8.3176377110267100615e-09 0.99999999999999999653 1.0061583879004757254 0.0061583879
-8.0699999999999999997 8.5113803820237646783e-09 0.99999999999999999637 1.001716064078178946 0.0017160641
-8.0600000000000000004 8.709635899560806375e-09 0.99999999999999999621 1.0023270502231822921 0.0023270502
-8.0500000000000000002 8.9125093813374552996e-09 0.99999999999999999604 1.0004502649913459347 0.00045026499
-8.04 9.1201083935590974213e-09 0.99999999999999999583 1.0032837105049532668 0.0032837105
-8.0299999999999999998 9.3325430079699104351e-09 0.99999999999999999566 0.99234264409520803532 0.0076573559
-8.0200000000000000004 9.5499258602143594975e-09 0.99999999999999999545 1.0039112670077898525 0.003911267
-8.0100000000000000002 9.7723722095581068272e-09 0.99999999999999999523 1.0028757515554489519 0.0028757516
-8 1e-08 0.99999999999999999501 0.99673111053573291057 0.0032688895
-7.9899999999999999998 1.023292992280754131e-08 0.99999999999999999474 1.0003594651741220714 0.00035946517
-7.98 1.0471285480508995334e-08 0.99999999999999999452 0.99953961976195686913 0.00046038024
-7.9699999999999999998 1.0715193052376064174e-08 0.99999999999999999425 0.99542416370657261316 0.0045758363
-7.96 1.0964781961431850132e-08 0.99999999999999999398 1.0036425576363689311 0.0036425576
-7.9499999999999999998 1.1220184543019634356e-08 0.99999999999999999371 0.99808035586893096696 0.0019196441
-7.9400000000000000001 1.1481536214968827516e-08 0.99999999999999999339 1.0009070893963401426 0.0009070894
-7.9299999999999999998 1.1748975549395295417e-08 0.99999999999999999312 1.0048566845034735631 0.0048566845
-7.9200000000000000001 1.2022644346174129059e-08 0.99999999999999999279 0.99874337335755258366 0.0012566266
-7.9099999999999999999 1.2302687708123815342e-08 0.99999999999999999241 1.0005000968373400166 0.00050009684
-7.9000000000000000001 1.2589254117941672104e-08 0.99999999999999999209 0.99919705039531294712 0.0008029496
-7.8899999999999999999 1.2882495516931339628e-08 0.99999999999999999171 1.0025260882837298873 0.0025260883
-7.8800000000000000001 1.318256738556407102e-08 0.99999999999999999133 1.0013971723393163356 0.0013971723
-7.8699999999999999999 1.3489628825916536093e-08 0.99999999999999999089 0.99894229175453638921 0.0010577082
-7.8600000000000000001 1.3803842646028848379e-08 0.99999999999999999046 1.0012650864754143227 0.0012650865
-7.8499999999999999999 1.4125375446227543022e-08 0.99999999999999999003 1.0008574517070462352 0.00085745171
-7.8400000000000000001 1.4454397707459275119e-08 0.99999999999999998954 1.000138884803216608 0.0001388848
-7.8299999999999999999 1.4791083881682074222e-08 0.99999999999999998905 0.99947491110769430761 0.00052508889
-7.8200000000000000002 1.5135612484362081625e-08 0.99999999999999998856 1.0019594544138563097 0.0019594544
-7.8099999999999999999 1.5488166189124813446e-08 0.99999999999999998802 1.0007361534039524217 0.0007361534
-7.8000000000000000002 1.5848931924611134852e-08 0.99999999999999998742 1.0016926958430649837 0.0016926958
-7.79 1.6218100973589299728e-08 0.99999999999999998683 1.0001512618628451301 0.00015126186
-7.7800000000000000002 1.6595869074375606343e-08 0.99999999999999998623 0.99902502014251719919 0.00097497986
-7.77 1.6982436524617443547e-08 0.99999999999999998558 1.0005227902477251704 0.00052279025
-7.7600000000000000002 1.7378008287493754669e-08 0.99999999999999998488 1.0007396302508689712 0.00073963025
-7.75 1.7782794100389228013e-08 0.99999999999999998417 1.0002081066062263577 0.00020810661
-7.7399999999999999998 1.81970085860998344e-08 0.99999999999999998347 0.99937384466328095712 0.00062615534
-7.73 1.8620871366628674487e-08 0.99999999999999998265 1.0016055409222222594 0.0016055409
-7.7199999999999999998 1.9054607179632471827e-08 0.99999999999999998184 0.99818794792334617004 0.0018120521
-7.71 1.9498445997580453236e-08 0.99999999999999998097 0.99967062008574352904 0.00032937991
-7.6999999999999999998 1.9952623149688796013e-08 0.9999999999999999801 1.0005400143468292703 0.00054001435
-7.6900000000000000001 2.0417379446695293314e-08 0.99999999999999997918 1.0011952265769017692 0.0011952266
-7.6799999999999999998 2.0892961308540394831e-08 0.99999999999999997815 0.99983593189952846714 0.0001640681
-7.6700000000000000001 2.1379620895022320975e-08 0.99999999999999997712 1.0001331710492494383 0.00013317105
-7.6599999999999999999 2.1877616239495525622e-08 0.99999999999999997609 1.0002178672152575428 0.00021786722
-7.6500000000000000001 2.238721138568339612e-08 0.99999999999999997495 1.0004260799463369837 0.00042607995
-7.6399999999999999999 2.2908676527677730457e-08 0.99999999999999997376 1.0002226353640427671 0.00022263536
-7.6300000000000000001 2.3442288153199221182e-08 0.99999999999999997252 0.9999847633762050321 1.5236624e-05
-7.6199999999999999999 2.3988329190194904653e-08 0.99999999999999997121 0.99931751505930761195 0.00068248494
-7.6100000000000000001 2.454708915685030356e-08 0.99999999999999996986 0.99926189486808895057 0.00073810513
-7.5999999999999999999 2.5118864315095801111e-08 0.99999999999999996845 1.0000013970124579964 1.3970125e-06
-7.5900000000000000001 2.5703957827688638008e-08 0.99999999999999996699 0.99996376229292213326 3.6237707e-05
-7.5799999999999999999 2.6302679918953819173e-08 0.99999999999999996541 1.0006576725281108373 0.00065767253
-7.5700000000000000002 2.6915348039269157174e-08 0.99999999999999996379 1.000244778893113379 0.00024477889
-7.5599999999999999999 2.7542287033381664485e-08 0.99999999999999996205 1.0001637023620427861 0.00016370236
-7.5500000000000000002 2.8183829312644538191e-08 0.99999999999999996026 1.0002174585781368548 0.00021745858
-7.54 2.8840315031266059424e-08 0.99999999999999995842 1.0002732814639084701 0.00027328146
-7.5300000000000000002 2.9512092266663857079e-08 0.99999999999999995647 1.0006276277672525271 0.00062762777
-7.52 3.0199517204020161987e-08 0.99999999999999995441 0.9997566236251969705 0.00024337637
-7.5100000000000000002 3.0902954325135905197e-08 0.99999999999999995224 1.0001697508757014521 0.00016975088
-7.5 3.162277660168379332e-08 0.99999999999999995002 1.0000792281984784193 7.9228198e-05
-7.4899999999999999998 3.2359365692962826267e-08 0.99999999999999994763 0.99987783171859727523 0.00012216828
-7.48 3.3113112148259109429e-08 0.99999999999999994519 0.9998862372881266839 0.00011376271
-7.4699999999999999998 3.3884415613920254706e-08 0.99999999999999994259 1.0003625832461079108 0.00036258325
-7.46 3.4673685045253163944e-08 0.99999999999999993988 1.0001149243219753136 0.00011492432
-7.4499999999999999998 3.5481338923357545843e-08 0.99999999999999993706 1.0000135699064996803 1.3569906e-05
-7.4400000000000000001 3.6307805477010134246e-08 0.99999999999999993408 0.9999246579132106443 7.5342087e-05
-7.4299999999999999998 3.715352290971725386e-08 0.99999999999999993099 1.0001443633368379137 0.00014436334
-7.4200000000000000001 3.8018939632056119613e-08 0.99999999999999992774 1.0002038505237443308 0.00020385052
-7.4099999999999999999 3.8904514499428060109e-08 0.99999999999999992432 1.0001003427777476803 0.00010034278
-7.4000000000000000001 3.9810717055349725076e-08 0.99999999999999992074 0.99985581133283364858 0.00014418867
-7.3899999999999999999 4.0738027780411273051e-08 0.999999999999999917 1.0000838652099783713 8.386521e-05
-7.3800000000000000001 4.1686938347033540178e-08 0.9999999999999999131 1.0004554672857824361 0.00045546729
-7.3699999999999999999 4.2657951880159265799e-08 0.99999999999999990904 0.99973718898718873184 0.00026281101
-7.3600000000000000001 4.3651583224016596745e-08 0.99999999999999990475 1.0003047286420655475 0.00030472864
-7.3499999999999999999 4.4668359215096311856e-08 0.99999999999999990025 1.000249511682641578 0.00024951168
-7.3400000000000000001 4.5708818961487502901e-08 0.99999999999999989554 1.0001891365961280213 0.0001891366
-7.3299999999999999999 4.6773514128719819358e-08 0.9999999999999998906 1.0000437090000087653 4.3709e-05
-7.3200000000000000002 4.7863009232263834391e-08 0.99999999999999988545 0.99995157149417827203 4.8428506e-05
-7.3099999999999999999 4.8977881936844619591e-08 0.99999999999999988003 0.99987125702451357773 0.00012874298
-7.3000000000000000002 5.0118723362727228501e-08 0.9999999999999998744 0.99994493233102023453 5.5067669e-05
-7.29 5.1286138399136485554e-08 0.99999999999999986849 0.99986538048452333209 0.00013461952
-7.2800000000000000002 5.2480746024977259737e-08 0.99999999999999986231 0.99995963350649620129 4.0366494e-05
-7.27 5.3703179637025273089e-08 0.9999999999999998558 0.99999066740850284029 9.3325915e-06
-7.2600000000000000002 5.495408738576245521e-08 0.99999999999999984902 1.0000336260663729408 3.3626066e-05
-7.25 5.6234132519034908038e-08 0.99999999999999984187 0.99994698332241676236 5.3016678e-05
-7.2399999999999999998 5.7543993733715693005e-08 0.99999999999999983444 1.0000534680047530531 5.3468005e-05
-7.23 5.8884365535558896726e-08 0.99999999999999982664 1.0000431865581967203 4.3186558e-05
-7.2199999999999999998 6.0255958607435774695e-08 0.99999999999999981845 1.0000582353698291262 5.823537e-05
-7.21 6.1659500186148216633e-08 0.99999999999999980989 1.0001429251899175794 0.00014292519
-7.1999999999999999998 6.3095734448019324941e-08 0.99999999999999980094 1.0000401318897882806 4.013189e-05
-7.1900000000000000001 6.4565422903465551587e-08 0.99999999999999979156 1.0000836517646515688 8.3651765e-05
-7.1799999999999999998 6.606934480075960065e-08 0.99999999999999978175 1.0000050619232390218 5.0619232e-06
-7.1700000000000000001 6.7608297539198177109e-08 0.99999999999999977145 0.99987466261272777264 0.00012533739
-7.1599999999999999999 6.9183097091893648757e-08 0.99999999999999976066 0.99988407274902150324 0.00011592725
-7.1500000000000000001 7.0794578438413791083e-08 0.99999999999999974939 0.99997655312441109746 2.3446876e-05
-7.1399999999999999999 7.2443596007499006353e-08 0.99999999999999973762 0.99992282832143699874 7.7171679e-05
-7.1300000000000000001 7.4131024130091751492e-08 0.99999999999999972521 1.0000482999970501848 4.8299997e-05
-7.1199999999999999999 7.5857757502918376878e-08 0.99999999999999971231 0.99999338713226432196 6.6128677e-06
-7.1100000000000000001 7.762471166286917339e-08 0.9999999999999996987 1.0000070103833813887 7.0103834e-06
-7.0999999999999999999 7.9432823472428150205e-08 0.9999999999999996845 0.99998669297971226339 1.330702e-05
-7.0900000000000000001 8.1283051616409924656e-08 0.99999999999999966964 1.0000198000843697441 1.9800084e-05
-7.0799999999999999999 8.3176377110267100615e-08 0.99999999999999965409 0.99998896445873033825 1.1035541e-05
-7.0700000000000000002 8.511380382023764678e-08 0.99999999999999963777 1.0000152507383405083 1.5250738e-05
-7.0599999999999999999 8.7096358995608063753e-08 0.99999999999999962069 0.99997416982359735727 2.5830176e-05
-7.0500000000000000002 8.9125093813374552997e-08 0.99999999999999960286 1.0000119036089420149 1.1903609e-05
-7.04 9.1201083935590974215e-08 0.9999999999999995841 1.000001653795061782 1.6537951e-06
-7.0300000000000000002 9.3325430079699104351e-08 0.99999999999999956453 1.0000113703435228614 1.1370344e-05
-7.02 9.5499258602143594975e-08 0.99999999999999954398 1.0000229097720282231 2.2909772e-05
-7.0100000000000000002 9.7723722095581068269e-08 0.99999999999999952252 1.000000749400921303 7.4940092e-07
-7 9.9999999999999999998e-08 0.99999999999999950002 1.0000161878678592112 1.6187868e-05
-6.9899999999999999998 1.023292992280754131e-07 0.99999999999999947644 0.99999747513787306749 2.5248621e-06
-6.98 1.0471285480508995335e-07 0.99999999999999945177 1.0000459721529203732 4.5972153e-05
-6.9699999999999999998 1.0715193052376064174e-07 0.99999999999999942591 1.0000045768270983028 4.5768271e-06
-6.96 1.0964781961431850131e-07 0.99999999999999939886 1.0000115194991469363 1.1519499e-05
-6.9499999999999999998 1.1220184543019634356e-07 0.99999999999999937057 1.0000256111673661174 2.5611167e-05
-6.9400000000000000001 1.1481536214968827516e-07 0.99999999999999934086 1.0000096448432756645 9.6448433e-06
-6.9299999999999999998 1.1748975549395295417e-07 0.9999999999999993098 1.0000038131459843418 3.813146e-06
