-9.550000000000000711e+00 -9.715919722494795963e+00 x0_wprzod2
-9.455000000000000071e+00 -9.810919722494796602e+00 x0_wprzod2
-9.359999999999999432e+00 -9.604889726830815988e+00 x0_wprzod2
-9.265000000000000568e+00 -9.523798467775133503e+00 x0_wprzod2
-9.169999999999999929e+00 -9.493859731166834237e+00 x0_wprzod2
-9.074999999999999289e+00 -9.345821682480540460e+00 x0_wprzod2
-8.980000000000000426e+00 -9.285919722494796247e+00 x0_wprzod2
-8.884999999999999787e+00 -9.176799739838871872e+00 x0_wprzod2
-8.789999999999999147e+00 -9.095708480783191163e+00 x0_wprzod2
-8.695000000000000284e+00 -8.991136125877986274e+00 x0_wprzod2
-8.599999999999999645e+00 -8.902491728931860138e+00 x0_wprzod2
-8.505000000000000782e+00 -8.806677213055470688e+00 x0_wprzod2
-8.410000000000000142e+00 -8.709791686816558354e+00 x0_wprzod2
-8.314999999999999503e+00 -8.616465971343865604e+00 x0_wprzod2
-8.220000000000000639e+00 -8.520874915457950394e+00 x0_wprzod2
-8.125000000000000000e+00 -8.425752364646339032e+00 x0_wprzod2
-8.029999999999999361e+00 -8.331204177216116946e+00 x0_wprzod2
-7.935000000000000497e+00 -8.236099342139995727e+00 x0_wprzod2
-7.839999999999999858e+00 -8.141038007839343393e+00 x0_wprzod2
-7.744999999999999218e+00 -8.045975387029409731e+00 x0_wprzod2
-7.650000000000000355e+00 -7.950995829056714648e+00 x0_wprzod2
-7.554999999999999716e+00 -7.856006700186941138e+00 x0_wprzod2
-7.460000000000000853e+00 -7.761027339020436067e+00 x0_wprzod2
-7.365000000000000213e+00 -7.666022976763207986e+00 x0_wprzod2
-7.269999999999999574e+00 -7.571038085863730061e+00 x0_wprzod2
-7.175000000000000711e+00 -7.476033047717791646e+00 x0_wprzod2
-7.080000000000000071e+00 -7.381030977872405252e+00 x0_wprzod2
-6.984999999999999432e+00 -7.286030927129885981e+00 x0_wprzod2
-6.890000000000000568e+00 -7.191029640295073300e+00 x0_wprzod2
-6.794999999999999929e+00 -7.096030299506056238e+00 x0_wprzod2
-6.699999999999999289e+00 -7.001030060071411931e+00 x0_wprzod2
-6.605000000000000426e+00 -6.906029621340555202e+00 x0_wprzod2
-6.509999999999999787e+00 -6.811030090000712356e+00 x0_wprzod2
-6.414999999999999147e+00 -6.716029898471107096e+00 x0_wprzod2
-6.320000000000000284e+00 -6.621030091212436020e+00 x0_wprzod2
-6.224999999999999645e+00 -6.526029981405734759e+00 x0_wprzod2
-6.130000000000000782e+00 -6.431029989584528650e+00 x0_wprzod2
-6.035000000000000142e+00 -6.336029983551831890e+00 x0_wprzod2
-5.939999999999999503e+00 -6.241030007801042778e+00 x0_wprzod2
