-1.000000000000000e+00 -3.688564848827603e-02 -3.846153846153846e-02
-9.979979979979980e-01 -3.739910241621699e-02 -3.868149293333478e-02
-9.959959959959960e-01 -3.789929159244666e-02 -3.890305734066357e-02
-9.939939939939940e-01 -3.838652648207784e-02 -3.912624546108161e-02
-9.919919919919920e-01 -3.886111758343313e-02 -3.935107119793647e-02
-9.899899899899900e-01 -3.932337533156991e-02 -3.957754858140146e-02
-9.879879879879880e-01 -3.977361000349869e-02 -3.980569176951319e-02
-9.859859859859860e-01 -4.021213162507969e-02 -4.003551504921135e-02
-9.839839839839840e-01 -4.063924987958332e-02 -4.026703283738031e-02
-9.819819819819819e-01 -4.105527401790037e-02 -4.050025968189265e-02
-9.799799799799800e-01 -4.146051277038690e-02 -4.073521026265390e-02
-9.779779779779780e-01 -4.185527426033018e-02 -4.097189939264863e-02
-9.759759759759760e-01 -4.223986591902089e-02 -4.121034201898733e-02
-9.739739739739740e-01 -4.261459440241759e-02 -4.145055322395374e-02
-9.719719719719719e-01 -4.297976550938954e-02 -4.169254822605262e-02
-9.699699699699700e-01 -4.333568410152329e-02 -4.193634238105721e-02
-9.679679679679680e-01 -4.368265402447963e-02 -4.218195118305647e-02
-9.659659659659660e-01 -4.402097803088655e-02 -4.242939026550129e-02
-9.639639639639640e-01 -4.435095770475445e-02 -4.267867540224966e-02
-9.619619619619619e-01 -4.467289338740003e-02 -4.292982250861029e-02
-9.599599599599600e-01 -4.498708410486471e-02 -4.318284764238412e-02
-9.579579579579579e-01 -4.529382749681443e-02 -4.343776700490365e-02
-9.559559559559559e-01 -4.559341974690661e-02 -4.369459694206920e-02
-9.539539539539540e-01 -4.588615551461143e-02 -4.395335394538210e-02
-9.519519519519519e-01 -4.617232786847336e-02 -4.421405465297404e-02
-9.499499499499500e-01 -4.645222822079990e-02 -4.447671585063215e-02
-9.479479479479479e-01 -4.672614626376408e-02 -4.474135447281947e-02
-9.459459459459459e-01 -4.699436990690740e-02 -4.500798760368995e-02
-9.439439439439440e-01 -4.725718521603015e-02 -4.527663247809786e-02
-9.419419419419419e-01 -4.751487635345576e-02 -4.554730648260068e-02
-9.399399399399400e-01 -4.776772551965627e-02 -4.582002715645508e-02
-9.379379379379379e-01 -4.801601289622594e-02 -4.609481219260537e-02
-9.359359359359359e-01 -4.826001659018973e-02 -4.637167943866372e-02
-9.339339339339340e-01 -4.850001257963429e-02 -4.665064689788150e-02
-9.319319319319319e-01 -4.873627466064814e-02 -4.693173273011127e-02
-9.299299299299300e-01 -4.896907439555855e-02 -4.721495525275837e-02
-9.279279279279279e-01 -4.919868106245245e-02 -4.750033294172168e-02
-9.259259259259259e-01 -4.942536160596852e-02 -4.778788443232275e-02
-9.239239239239239e-01 -4.964938058934818e-02 -4.807762852022245e-02
-9.219219219219219e-01 -4.987100014773276e-02 -4.836958416232425e-02
-9.199199199199199e-01 -5.009047994269447e-02 -4.866377047766365e-02
-9.179179179179179e-01 -5.030807711798895e-02 -4.896020674828263e-02
-9.159159159159159e-01 -5.052404625651671e-02 -4.925891242008808e-02
